id,country,product_group,shipment_mode,vendor,managed_by,fulfill_via,scheduled_date,delivered_date,year,month,year_month,freight_cost_usd,weight_kg,cost_per_kg,freight_category,delivery_status,days_variance,line_item_value,is_on_time,is_late,is_air,is_truck
83780,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2014-04-15,2014-04-20,2014,4,2014-04,29674.92,5977,4.964851932407562,Numeric,Late,5,439245.83,0,1,0,0
83781,Guyana,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-04-14,2014,6,2014-06,5380.36,282,19.079290780141843,Numeric,On-Time,-77,6333.3,1,0,1,0
83782,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-06-03,2014-06-03,2014,6,2014-06,4768.06,15942,0.29908794379626147,Numeric,On-Time,0,38024.78,1,0,0,1
83783,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-06-03,2014-06-03,2014,6,2014-06,NA,NA,NA,Cross-reference,On-Time,0,189756,1,0,0,1
83784,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-04-30,2014-04-22,2014,4,2014-04,NA,NA,NA,Cross-reference,On-Time,-8,16254,1,0,0,1
83785,Guyana,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-04-30,2014-04-22,2014,4,2014-04,660.44,4,165.11,Numeric,On-Time,-8,341,1,0,1,0
83787,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-05-15,2014-05-12,2014,5,2014-05,4625.27,802,5.7671695760598505,Numeric,On-Time,-3,70500,1,0,0,1
83788,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-05-15,2014-05-12,2014,5,2014-05,3282.33,305,10.761737704918032,Numeric,On-Time,-3,26400,1,0,1,0
83789,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-05-17,2014-05-29,2014,5,2014-05,15330.56,1777,8.627214406302757,Numeric,Late,12,132000,0,1,1,0
83791,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-05-16,2014,5,2014-05,5156.93,1041,4.953823246878002,Numeric,On-Time,-14,75000,1,0,0,1
83792,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-05-17,2014,5,2014-05,28647.52,7355,3.894972127804215,Numeric,On-Time,-13,626931.9,1,0,0,1
83793,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-06-06,2014,5,2014-05,29971.59,17177,1.744867555452058,Numeric,Late,7,771608.8,0,1,0,1
83795,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-06-25,2014,5,2014-05,4195.64,546,7.684322344322345,Numeric,Late,26,31046.4,0,1,1,0
83796,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-06-25,2014,5,2014-05,NA,NA,NA,Cross-reference,Late,26,9342.72,0,1,1,0
83797,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-05-30,2014-06-25,2014,5,2014-05,NA,NA,NA,Cross-reference,Late,26,994.5,0,1,1,0
83804,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-06-16,2014-06-04,2014,6,2014-06,29.21,186,0.15704301075268817,Numeric,On-Time,-12,5150.8,1,0,1,0
83806,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-06-12,2014,6,2014-06,2342.16,185,12.660324324324325,Numeric,On-Time,-18,937.95,1,0,0,1
83808,Uganda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-06-20,2014,6,2014-06,892.92,9014,0.09905924118038606,Numeric,On-Time,-10,1587.6,1,0,1,0
83809,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-07-04,2014,6,2014-06,770.14,414,1.86024154589372,Numeric,Late,4,13027.68,0,1,0,1
83810,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-06-20,2014,6,2014-06,52211.42,9014,5.792258708675393,Numeric,On-Time,-10,58500,1,0,0,1
83813,Ethiopia,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-15,2014-08-29,2014,9,2014-09,792.12,39,20.310769230769232,Numeric,On-Time,-17,2415.27,1,0,1,0
83815,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-09-08,2014,9,2014-09,396.32,100,3.9632,Numeric,On-Time,-22,327.6,1,0,0,1
83817,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-10-30,2014,9,2014-09,5982.43,11107,0.5386179886558027,Numeric,Late,30,926100,0,1,0,1
83818,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-08-19,2014-08-13,2014,8,2014-08,10640.81,5621,1.8930457214018857,Numeric,On-Time,-6,23954,1,0,0,1
83819,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2014-06-30,2014-06-20,2014,6,2014-06,NA,NA,NA,Cross-reference,On-Time,-10,513241.35,1,0,0,0
83822,Guyana,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-08-29,2014,9,2014-09,3519.7,253,13.91185770750988,Numeric,On-Time,-32,210.27,1,0,1,0
83823,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-06-29,2014,9,2014-09,NA,NA,NA,Cross-reference,On-Time,-93,148486.34,1,0,0,1
83824,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-08-29,2014-08-15,2014,8,2014-08,1138.29,1026,1.1094444444444445,Numeric,On-Time,-14,122047.64,1,0,0,1
83825,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-24,2014-10-28,2014,9,2014-09,5347.37,416,12.854254807692309,Numeric,Late,34,1729,0,1,1,0
83826,South Sudan,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-08-19,2014-10-17,2014,8,2014-08,9664.79,759,12.733583662714098,Numeric,Late,59,3463.75,0,1,1,0
83827,South Sudan,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-01,2014-09-01,2014,9,2014-09,NA,NA,NA,Cross-reference,On-Time,0,9448.8,1,0,1,0
83828,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-08-13,2014-09-24,2014,8,2014-08,NA,NA,NA,Cross-reference,Late,42,10537.25,0,1,1,0
83829,Guyana,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-07-30,2014,9,2014-09,NA,NA,NA,Cross-reference,On-Time,-62,556.8,1,0,1,0
83830,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-16,2014-08-01,2014,9,2014-09,1171.2,44,26.61818181818182,Numeric,On-Time,-46,2888.6,1,0,0,1
83832,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-08-29,2014-08-18,2014,8,2014-08,7481.81,1766,4.23658550396376,Numeric,On-Time,-11,95670.84,1,0,0,1
83833,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-09-05,2014,9,2014-09,1855.34,75,24.737866666666665,Numeric,On-Time,-25,5518.8,1,0,1,0
83842,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-07-31,2014-09-23,2014,7,2014-07,87.87,80,1.098375,Numeric,Late,54,6149.52,0,1,0,1
83843,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-11,2014-08-09,2014,9,2014-09,6926.9,2630,2.6338022813688213,Numeric,On-Time,-33,240275.7,1,0,0,1
83844,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-09-30,2014-09-17,2014,9,2014-09,2042.9,516,3.959108527131783,Numeric,On-Time,-13,43092.69,1,0,0,1
83845,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2014-10-30,2014-10-27,2014,10,2014-10,891,116,7.681034482758621,Numeric,On-Time,-3,8029.45,1,0,1,0
83847,Tanzania,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-11-28,2014-11-20,2014,11,2014-11,6311.88,581,10.863820998278827,Numeric,On-Time,-8,71253.13,1,0,0,1
83848,Tanzania,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-01-30,2014-12-17,2015,1,2015-01,10506.44,1739,6.041656124209316,Numeric,On-Time,-44,116823.75,1,0,1,0
83849,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-10-31,2014-10-30,2014,10,2014-10,1489.8,1153,1.292107545533391,Numeric,On-Time,-1,109995.65,1,0,0,1
83850,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-11-14,2014-10-30,2014,11,2014-11,NA,NA,NA,Cross-reference,On-Time,-15,136666.8,1,0,0,1
83853,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-10-31,2014-10-24,2014,10,2014-10,1922.75,288,6.676215277777778,Numeric,On-Time,-7,43761.56,1,0,0,1
83855,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-01-30,2015-02-18,2015,1,2015-01,NA,NA,NA,Cross-reference,Late,19,8352.4,0,1,1,0
83859,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2014-11-24,2014-11-11,2014,11,2014-11,6331.93,735,8.614870748299321,Numeric,On-Time,-13,21677.07,1,0,0,1
83860,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-16,2015-01-14,2015,2,2015-02,NA,NA,NA,Cross-reference,On-Time,-33,110369.61,1,0,0,1
83861,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-02,2015-03-02,2015,3,2015-03,NA,NA,NA,Cross-reference,On-Time,0,86471,1,0,0,1
83862,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-02,2015-03-02,2015,3,2015-03,NA,NA,NA,Cross-reference,On-Time,0,581361.24,1,0,0,1
83864,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-15,2015-01-16,2015,6,2015-06,40616.15,41041,0.9896481567213274,Numeric,On-Time,-150,3416000,1,0,0,1
83866,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-16,2015-01-19,2015,2,2015-02,NA,NA,NA,Cross-reference,On-Time,-28,93587.52,1,0,0,1
83867,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-16,2015-01-24,2015,2,2015-02,3562.44,3961,0.8993789447109316,Numeric,On-Time,-23,120375,1,0,0,1
83868,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-02,2015-01-24,2015,2,2015-02,1319.21,1467,0.8992569870483981,Numeric,On-Time,-9,66764.6,1,0,0,1
83869,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-01-30,2015-02-11,2015,1,2015-01,5942.68,1023,5.809071358748779,Numeric,Late,12,28544.56,0,1,0,1
83872,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-27,2015-03-03,2015,2,2015-02,4834.6,4076,1.1861138370951914,Numeric,Late,4,24685.28,0,1,0,1
83876,Tanzania,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-25,2015-01-27,2015,2,2015-02,7061.2,1386,5.094660894660895,Numeric,On-Time,-29,40000,1,0,0,1
83877,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-28,2015-03-13,2015,2,2015-02,NA,NA,NA,Cross-reference,Late,13,3708800,0,1,0,1
83878,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-27,2015-02-25,2015,2,2015-02,NA,NA,NA,Cross-reference,On-Time,-2,45423.54,1,0,0,1
83879,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2015-02-28,2015-01-14,2015,2,2015-02,37929,15735,2.4104861773117254,Numeric,On-Time,-45,1143013.12,1,0,0,0
83880,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-27,2015-02-24,2015,2,2015-02,4438,1255,3.5362549800796814,Numeric,On-Time,-3,24200.25,1,0,0,1
83881,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-17,2015-01-31,2015,2,2015-02,2643.5,632,4.182753164556962,Numeric,On-Time,-17,21928.62,1,0,0,1
83882,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-31,2015-02-19,2015,3,2015-03,8265.26,7521,1.0989575854274698,Numeric,On-Time,-40,132945.36,1,0,0,1
83883,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-16,2015-03-30,2015,3,2015-03,NA,NA,NA,Cross-reference,Late,14,59294.4,0,1,0,1
83885,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2015-03-02,2015-02-05,2015,3,2015-03,34099.18,14794,2.3049330809787754,Numeric,On-Time,-25,1088122.2,1,0,0,0
83886,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2015-02-28,2015-02-05,2015,2,2015-02,12045.84,6229,1.9338320757746024,Numeric,On-Time,-23,328100,1,0,0,0
83888,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-09,2015-02-10,2015,2,2015-02,47401.47,45186,1.0490300092949143,Numeric,Late,1,3904000,0,1,0,1
83890,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-02-27,2015-03-11,2015,2,2015-02,33900.99,8855,3.828457368718238,Numeric,Late,12,652000,0,1,0,1
83891,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-16,2015-03-12,2015,3,2015-03,1587.3,382,4.1552356020942405,Numeric,On-Time,-4,22982.4,1,0,0,1
83893,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-03-17,2015,4,2015-04,23559.93,21668,1.0873144729555104,Numeric,On-Time,-44,783254.4,1,0,0,1
83894,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-02-27,2015-02-28,2015,2,2015-02,NA,NA,NA,Cross-reference,Late,1,6048,0,1,1,0
83897,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-03-31,2015-03-24,2015,3,2015-03,NA,NA,NA,Cross-reference,On-Time,-7,123045.66,1,0,0,1
83898,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-03-17,2015,4,2015-04,129.75,102,1.2720588235294117,Numeric,On-Time,-44,14294.05,1,0,0,1
83899,Rwanda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-03-27,2015,4,2015-04,0,NA,NA,Included,On-Time,-34,7435.35,1,0,1,0
83900,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-05-31,2015-05-13,2015,5,2015-05,68874.85,90446,0.7615024434469186,Numeric,On-Time,-18,5951990.4,1,0,0,1
83901,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-05-31,2015-05-13,2015,5,2015-05,NA,NA,NA,Cross-reference,On-Time,-18,1175510.4,1,0,0,1
83903,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-15,2015-05-14,2015,6,2015-06,NA,NA,NA,Cross-reference,On-Time,-32,112669.8,1,0,0,1
83904,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-04-22,2015,4,2015-04,0,NA,NA,Included,On-Time,-8,2995.2,1,0,0,1
83905,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-15,2015-05-14,2015,6,2015-06,NA,NA,NA,Cross-reference,On-Time,-32,554205.78,1,0,0,1
83906,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-06-30,2015-04-22,2015,6,2015-06,7564.47,1208,6.261978476821192,Numeric,On-Time,-69,78624,1,0,1,0
83907,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-04-30,2015,4,2015-04,16679.87,13469,1.2383896354592026,Numeric,On-Time,0,57366,1,0,0,1
83908,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-30,2015-06-15,2015,6,2015-06,5894.11,5358,1.100057857409481,Numeric,On-Time,-15,263312.28,1,0,0,1
83909,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-04-30,2015-05-15,2015,4,2015-04,4112.56,4055,1.0141948212083849,Numeric,Late,15,297774.92,0,1,0,1
83910,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2015-06-30,2015-04-15,2015,6,2015-06,NA,NA,NA,Cross-reference,On-Time,-76,1016006.04,1,0,0,0
83911,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-19,2015-06-08,2015,6,2015-06,49314.37,33428,1.4752414143831518,Numeric,On-Time,-11,46787.52,1,0,0,1
83912,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-07-08,2015-08-07,2015,7,2015-07,0,NA,NA,Included,Late,30,547896.12,0,1,1,0
83913,"Congo, DRC",ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-07-08,2015-07-30,2015,7,2015-07,NA,NA,NA,Cross-reference,Late,22,10783,0,1,1,0
83914,South Sudan,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-07-28,2015-06-19,2015,7,2015-07,0,NA,NA,Included,On-Time,-39,541440,1,0,1,0
83915,Senegal,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-06-22,2015-06-25,2015,6,2015-06,632.63,21,30.125238095238096,Numeric,Late,3,1864,0,1,1,0
83916,Burundi,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-07-31,2015-07-10,2015,7,2015-07,1289.48,58,22.232413793103447,Numeric,On-Time,-21,4646.4,1,0,1,0
83917,Rwanda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-06-30,2015-06-29,2015,6,2015-06,8819.61,1043,8.456001917545542,Numeric,On-Time,-1,58962.56,1,0,0,1
83919,Nigeria,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-06-30,2015-06-22,2015,6,2015-06,47281.56,6183,7.647025715672004,Numeric,On-Time,-8,256356.09,1,0,1,0
83920,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-07-31,2015-07-15,2015,7,2015-07,46111.55,25880,1.7817445904173108,Numeric,On-Time,-16,41790,1,0,0,1
83921,Côte d'Ivoire,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-07-31,2015-08-06,2015,7,2015-07,14734.92,4426,3.3291730682331675,Numeric,Late,6,31185,0,1,0,1
83922,Cameroon,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-08-10,2015-08-19,2015,8,2015-08,32165.56,2912,11.045865384615386,Numeric,Late,9,232320,0,1,1,0
83925,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-08-17,2015-08-25,2015,8,2015-08,0,9459,NA,Included,Late,8,211807.91,0,1,0,1
83926,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-08-14,2015-08-25,2015,8,2015-08,0,7957,NA,Included,Late,11,133315.72,0,1,0,1
83929,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2015-12-31,2015-08-04,2015,12,2015-12,0,90,NA,Included,On-Time,-149,13782.6,1,0,0,1
83930,Nigeria,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-09-30,2015-08-28,2015,9,2015-09,0,NA,NA,Included,On-Time,-33,65877.75,1,0,1,0
83932,Rwanda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2015-09-08,2015-08-26,2015,9,2015-09,0,NA,NA,Included,On-Time,-13,12098.4,1,0,1,0
83948,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-07-30,2009-08-04,2009,7,2009-07,NA,NA,NA,Cross-reference,Late,5,1874.64,0,1,0,0
83949,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-07-30,2009-08-04,2009,7,2009-07,NA,NA,NA,Cross-reference,Late,5,142.5,0,1,0,0
83950,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-10-30,2009-10-20,2009,10,2009-10,NA,NA,NA,Cross-reference,On-Time,-10,290.88,1,0,0,0
83951,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-10-30,2009-10-20,2009,10,2009-10,NA,NA,NA,Cross-reference,On-Time,-10,441,1,0,0,0
83952,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-10-15,2009-10-20,2009,10,2009-10,9341.49,836,11.17403110047847,Numeric,Late,5,13420,0,1,0,0
83953,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-12-18,2009-11-20,2009,12,2009-12,NA,NA,NA,Cross-reference,On-Time,-28,5913,1,0,0,0
83954,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-12-18,2009-11-20,2009,12,2009-12,NA,NA,NA,Cross-reference,On-Time,-28,63123.99,1,0,0,0
83955,Mozambique,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2009-12-01,2009-11-18,2009,12,2009-12,4468.51,921,4.8518023887079265,Numeric,On-Time,-13,127723.86,1,0,0,1
83956,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2009-11-15,2009-11-09,2009,11,2009-11,NA,NA,NA,Cross-reference,On-Time,-6,23120,1,0,0,1
83957,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2009-11-15,2009-11-09,2009,11,2009-11,NA,NA,NA,Cross-reference,On-Time,-6,16000,1,0,0,1
83958,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-11-18,2009-11-05,2009,11,2009-11,6113.34,487,12.55305954825462,Numeric,On-Time,-13,24807.48,1,0,1,0
83959,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2009-11-15,2009-11-13,2009,11,2009-11,9935.88,4305,2.3079860627177697,Numeric,On-Time,-2,352921.02,1,0,0,1
83960,Uganda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-11-21,2009-11-12,2009,11,2009-11,709.02,22,32.22818181818182,Numeric,On-Time,-9,1156,1,0,1,0
83961,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-12-01,2009-12-02,2009,12,2009-12,1211.48,3189,0.3798933835058012,Numeric,Late,1,11760,0,1,1,0
83962,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-12-01,2009-12-02,2009,12,2009-12,1211.48,378,3.204973544973545,Numeric,Late,1,28411.5,0,1,1,0
83963,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-11-30,2009-12-02,2009,11,2009-11,1211.48,257,4.7139299610894945,Numeric,Late,2,55477.8,0,1,1,0
83964,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-11-30,2009-11-30,2009,11,2009-11,11091.78,1857,5.972956381260097,Numeric,On-Time,0,180.36,1,0,1,0
83965,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-12-02,2009-11-30,2009,12,2009-12,10331.78,109,94.78697247706424,Numeric,On-Time,-2,7454.7,1,0,1,0
83966,Zambia,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-11-30,2009-11-11,2009,11,2009-11,4234.42,796,5.3196231155778895,Numeric,On-Time,-19,40355.16,1,0,1,0
83967,Uganda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2009-12-07,2009-11-30,2009,12,2009-12,NA,NA,NA,Cross-reference,On-Time,-7,29346,1,0,1,0
83968,Nigeria,ARV,Air Charter,SCMS from RDC,PMO - US,From RDC,2009-12-18,2009-12-18,2009,12,2009-12,11637.64,3239,3.5929731398579805,Numeric,On-Time,0,317800,1,0,0,0
83969,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-01-15,2009-12-03,2010,1,2010-01,8104.79,3254,2.4907160417947143,Numeric,On-Time,-43,86080.7,1,0,0,1
83970,Uganda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-02-03,2009-12-23,2010,2,2010-02,523.64,7,74.80571428571429,Numeric,On-Time,-42,146,1,0,1,0
83971,Vietnam,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-02-11,2009-12-18,2010,2,2010-02,3119.75,579,5.388169257340242,Numeric,On-Time,-55,55923.84,1,0,1,0
83972,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-01-11,2010-01-08,2010,1,2010-01,NA,NA,NA,Cross-reference,On-Time,-3,78475.06,1,0,1,0
83973,Ethiopia,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-02-28,2010-01-15,2010,2,2010-02,5187.5,1454,3.5677441540577717,Numeric,On-Time,-44,140326.44,1,0,1,0
83974,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-02-08,2010-01-23,2010,2,2010-02,5254.1,4845,1.084437564499484,Numeric,On-Time,-16,50147.28,1,0,1,0
83975,Uganda,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-02-11,2010-01-29,2010,2,2010-02,1549.83,67,23.13179104477612,Numeric,On-Time,-13,3328.8,1,0,0,1
83976,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-04-06,2010-02-15,2010,4,2010-04,1083.3,409,2.6486552567237163,Numeric,On-Time,-50,11790.87,1,0,1,0
83977,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-03-15,2010-03-05,2010,3,2010-03,NA,NA,NA,Cross-reference,On-Time,-10,133294.94,1,0,0,1
83978,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-03-15,2010-03-05,2010,3,2010-03,NA,NA,NA,Cross-reference,On-Time,-10,136500,1,0,0,1
83979,Zambia,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-03-15,2010-03-05,2010,3,2010-03,NA,NA,NA,Cross-reference,On-Time,-10,9970.27,1,0,0,1
83980,Zimbabwe,ARV,Truck,SCMS from RDC,PMO - US,From RDC,2010-03-31,2010-03-12,2010,3,2010-03,3302.14,632,5.224905063291139,Numeric,On-Time,-19,13600,1,0,0,1
83981,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-09,2010-03-01,2010,3,2010-03,3688.33,1560,2.3643141025641023,Numeric,On-Time,-8,20804.62,1,0,1,0
83982,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-10,2010-03-03,2010,3,2010-03,NA,NA,NA,Cross-reference,On-Time,-7,126,1,0,1,0
83983,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-15,2010-03-15,2010,3,2010-03,13122.39,1870,7.017320855614973,Numeric,On-Time,0,31395,1,0,1,0
83984,Haiti,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-15,2010-03-15,2010,3,2010-03,NA,NA,NA,Cross-reference,On-Time,0,5958.4,1,0,1,0
83985,Uganda,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-22,2010-03-17,2010,3,2010-03,5186.68,456,11.374298245614035,Numeric,On-Time,-5,25650,1,0,1,0
83986,Côte d'Ivoire,ARV,Air,SCMS from RDC,PMO - US,From RDC,2010-03-09,2010-03-10,2010,3,2010-03,4519.96,93,48.60172043010753,Numeric,Late,1,7743.83,0,1,1,0
