id,project_code,country,managed_by,fulfill_via,vendor_inco_term,product_group,sub_class,vendor,shipment_mode,shipment_mode_clean,scheduled_date,delivered_date,recorded_date,year,month,year_month,weight_kg,freight_cost_usd,freight_category,freight_flag,freight_outlier_flag,line_item_value,cost_per_kg,delivery_status,days_variance
84763,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-11-06,2012-11-06,2012-11-06,2012,11,2012-11,798,15459.09,Numeric,FALSE,FALSE,27749.52,19.372293233082708,On-Time,0
84764,103-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2012-11-19,2012-11-19,2012-11-19,2012,11,2012-11,2232,6933.76,Numeric,FALSE,FALSE,148303.08,3.1065232974910395,On-Time,0
84765,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-12-10,2012-11-19,2012-11-19,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,122116.88,NA,On-Time,-21
84766,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-12-20,2012-11-28,2012-11-28,2012,12,2012-12,220,1616.45,Numeric,FALSE,FALSE,26788.32,7.3475,On-Time,-22
84767,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-12-19,2012-12-13,2012-12-13,2012,12,2012-12,2247,8194.09,Numeric,FALSE,FALSE,237012.36,3.646680017801513,On-Time,-6
84768,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-12-03,2012-11-14,2012-11-14,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,25660.8,NA,On-Time,-19
84769,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-12-03,2012-11-14,2012-11-14,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,93275.52,NA,On-Time,-19
84770,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-12-13,2012-12-03,2012-12-03,2012,12,2012-12,2907,11320.56,Numeric,FALSE,FALSE,279309.6,3.894241486068111,On-Time,-10
84771,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-12-04,2012-12-04,2012-12-04,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,1761.76,NA,On-Time,0
84772,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-12-04,2012-12-04,2012-12-04,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,84726.62,NA,On-Time,0
84773,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-02-01,2013-02-01,2013-02-01,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,10381.8,NA,On-Time,0
84774,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-11-30,2012-12-04,2012-12-04,2012,11,2012-11,NA,NA,Cross-reference,TRUE,FALSE,803742.72,NA,Late,4
84775,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-12-31,2012-12-06,2012-12-06,2012,12,2012-12,NA,NA,Cross-reference,TRUE,FALSE,27809.6,NA,On-Time,-25
84776,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-02-28,2013-02-18,2013-02-18,2013,2,2013-02,945,7579.6,Numeric,FALSE,FALSE,46126.1,8.020740740740742,On-Time,-10
84777,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-01-09,2013-01-07,2013-01-07,2013,1,2013-01,4067,14050.13,Numeric,FALSE,FALSE,156836.34,3.4546668305876564,On-Time,-2
84778,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-01-31,2013-01-14,2013-01-14,2013,1,2013-01,338,3487.55,Numeric,FALSE,FALSE,23659.15,10.31819526627219,On-Time,-17
84779,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-02-02,2013-02-02,2013-02-02,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,11464.2,NA,On-Time,0
84780,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-02-11,2013-02-11,2013-02-11,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,2264.16,NA,On-Time,0
84781,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-02-11,2013-02-11,2013-02-11,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,26172,NA,On-Time,0
84782,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-02-11,2013-02-11,2013-02-11,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,574703.61,NA,On-Time,0
84783,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-02-11,2013-02-11,2013-02-11,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,53119.88,NA,On-Time,0
84784,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-02-11,2013-02-11,2013-02-11,2013,2,2013-02,12032,29780.5,Numeric,FALSE,FALSE,113871.45,2.475108045212766,On-Time,0
84785,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-02-22,2013-02-20,2013-02-20,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,308014.4,NA,On-Time,-2
84786,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-02-22,2013-02-20,2013-02-20,2013,2,2013-02,NA,NA,Cross-reference,TRUE,FALSE,969.6,NA,On-Time,-2
84787,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-04-09,2013-01-03,2013-01-03,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,1292.6,NA,On-Time,-96
84788,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-03-27,2013-02-28,2013-02-28,2013,3,2013-03,NA,NA,Cross-reference,TRUE,FALSE,99900,NA,On-Time,-27
84789,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-03-14,2013-03-14,2013-03-14,2013,3,2013-03,NA,NA,Cross-reference,TRUE,FALSE,26172,NA,On-Time,0
84790,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-03-14,2013-03-14,2013-03-14,2013,3,2013-03,NA,NA,Cross-reference,TRUE,FALSE,399326.18,NA,On-Time,0
84791,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-03-29,2013-03-01,2013-03-01,2013,3,2013-03,3988,39037.7,Numeric,FALSE,TRUE,186693.6,9.788791374122367,On-Time,-28
84792,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-04-30,2013-03-15,2013-03-15,2013,4,2013-04,165,3048.08,Numeric,FALSE,FALSE,285.12,18.47321212121212,On-Time,-46
84793,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-04-09,2013-03-14,2013-03-14,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,3940.2,NA,On-Time,-26
84794,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-04-09,2013-03-14,2013-03-14,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,16705.92,NA,On-Time,-26
84795,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-04-30,2013-03-08,2013-03-08,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,18180,NA,On-Time,-53
84796,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-04-30,2013-03-23,2013-03-23,2013,4,2013-04,2520,15000,Numeric,FALSE,FALSE,92363.94,5.9523809523809526,On-Time,-38
84797,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-25,2013-03-22,2013-03-22,2013,6,2013-06,2452,5520.86,Numeric,FALSE,FALSE,92400,2.251574225122349,On-Time,-95
84798,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-05-31,2013-03-14,2013-03-14,2013,5,2013-05,2268,9405.8,Numeric,FALSE,FALSE,244137.6,4.147178130511463,On-Time,-78
84799,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-04-08,2013-04-16,2013-04-16,2013,4,2013-04,11667,4120.7,Numeric,FALSE,FALSE,1178920.61,0.35319276592097365,Late,8
84800,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-04-25,2013-04-25,2013-04-25,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,2883.76,NA,On-Time,0
84801,103-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-04-17,2013-04-23,2013-04-23,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,481.8,NA,Late,6
84802,103-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-05-31,2013-04-08,2013-04-08,2013,5,2013-05,118,8600,Numeric,FALSE,FALSE,5339.36,72.88135593220339,On-Time,-53
84803,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-05-02,2013-05-10,2013-05-10,2013,5,2013-05,NA,NA,Cross-reference,TRUE,FALSE,1021.2,NA,Late,8
84804,102-DO-T30,Dominican Republic,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-04-24,2013-04-02,2013-04-02,2013,4,2013-04,78,1342.44,Numeric,FALSE,FALSE,4780.8,17.21076923076923,On-Time,-22
84805,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-03-28,2013-03-30,2013-03-30,2013,3,2013-03,NA,NA,Cross-reference,TRUE,FALSE,626325.04,NA,Late,2
84806,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-04-18,2013-04-19,2013-04-19,2013,4,2013-04,NA,NA,Cross-reference,TRUE,FALSE,1136.85,NA,Late,1
84808,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-07-04,2013-07-04,2013-07-04,2013,7,2013-07,NA,NA,Cross-reference,TRUE,FALSE,22898.2,NA,On-Time,0
84809,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-06,2013-06-20,2013-06-20,2013,6,2013-06,36920,7852.98,Numeric,FALSE,FALSE,727000,0.21270260021668472,Late,14
84810,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-07,2013-06-07,2013-06-07,2013,6,2013-06,NA,NA,Cross-reference,TRUE,FALSE,775.68,NA,On-Time,0
84811,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-08-09,2013-08-09,2013-08-09,2013,8,2013-08,NA,NA,Cross-reference,TRUE,FALSE,7581.1,NA,On-Time,0
84812,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-05-06,2013-04-29,2013-04-29,2013,5,2013-05,NA,NA,Cross-reference,TRUE,FALSE,470000,NA,On-Time,-7
84813,900-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-06-28,2013-05-17,2013-05-17,2013,6,2013-06,15,735.24,Numeric,FALSE,FALSE,537.3,49.016,On-Time,-42
84814,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-06-04,2013-05-03,2013-05-03,2013,6,2013-06,4847,14547.55,Numeric,FALSE,FALSE,266400,3.0013513513513512,On-Time,-32
84816,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-28,2013-06-07,2013-06-07,2013,6,2013-06,NA,NA,Cross-reference,TRUE,FALSE,22211,NA,On-Time,-21
84817,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-08-23,2013-05-14,2013-05-14,2013,8,2013-08,NA,NA,Cross-reference,TRUE,FALSE,52055.8,NA,On-Time,-101
84819,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-05-31,2013-05-28,2013-05-28,2013,5,2013-05,28182,17650.15,Numeric,FALSE,FALSE,3239546.4,0.6262916045702931,On-Time,-3
84820,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-05-28,2013-05-03,2013-05-03,2013,5,2013-05,14783,14547.55,Numeric,FALSE,FALSE,1052000,0.9840729215991341,On-Time,-25
84821,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-28,2013-06-07,2013-06-07,2013,6,2013-06,NA,NA,Cross-reference,TRUE,FALSE,611688,NA,On-Time,-21
84822,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-07-26,2013-07-26,2013-07-26,2013,7,2013-07,NA,0,Included,TRUE,FALSE,74102.88,NA,On-Time,0
84824,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-06-04,2013-05-29,2013-05-29,2013,6,2013-06,NA,NA,Cross-reference,TRUE,FALSE,211821.3,NA,On-Time,-6
84825,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-07-06,2013-07-19,2013-07-19,2013,7,2013-07,6107,23753.64,Numeric,FALSE,FALSE,490232,3.889575896512199,Late,13
84826,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-06-25,2013-06-07,2013-06-07,2013,6,2013-06,11419,11941.65,Numeric,FALSE,FALSE,271200,1.0457702075488222,On-Time,-18
84827,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-05-31,2013-05-30,2013-05-30,2013,5,2013-05,1094,20761,Numeric,FALSE,FALSE,83439.18,18.977148080438756,On-Time,-1
84828,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-07-31,2013-07-18,2013-07-18,2013,7,2013-07,1400,5718.69,Numeric,FALSE,FALSE,109565.8,4.084778571428571,On-Time,-13
84829,901-CM-T30,Cameroon,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-07-22,2013-07-14,2013-07-14,2013,7,2013-07,NA,NA,Cross-reference,TRUE,FALSE,27260,NA,On-Time,-8
84830,901-CM-T30,Cameroon,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-07-22,2013-07-31,2013-07-31,2013,7,2013-07,NA,NA,Cross-reference,TRUE,FALSE,600600,NA,Late,9
84831,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-07-31,2013-08-06,2013-08-06,2013,7,2013-07,394,11133.66,Numeric,FALSE,FALSE,52183.4,28.25802030456853,Late,6
84832,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-08-01,2013-07-23,2013-07-23,2013,8,2013-08,188,1478.35,Numeric,FALSE,FALSE,12120,7.863563829787234,On-Time,-9
84833,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-31,2013-08-21,2013-08-21,2013,10,2013-10,97,1620.19,Numeric,FALSE,FALSE,6641.76,16.70298969072165,On-Time,-71
84835,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-08-21,2013-07-30,2013-07-30,2013,8,2013-08,32671,0,Included,TRUE,FALSE,1330413,NA,On-Time,-22
84836,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-08-21,2013-07-30,2013-07-30,2013,8,2013-08,NA,0,Included,TRUE,FALSE,126000,NA,On-Time,-22
84837,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-08-21,2013-07-30,2013-07-30,2013,8,2013-08,NA,0,Included,TRUE,FALSE,906549,NA,On-Time,-22
84838,900-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-08-26,2013-08-26,2013-08-26,2013,8,2013-08,81,1641,Numeric,FALSE,FALSE,508.5,20.25925925925926,On-Time,0
84839,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-08-16,2013-08-22,2013-08-22,2013,8,2013-08,111,1047.34,Numeric,FALSE,FALSE,7958.4,9.435495495495495,Late,6
84841,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-08-29,2013-09-13,2013-09-13,2013,8,2013-08,NA,NA,Cross-reference,TRUE,FALSE,243084.84,NA,Late,15
84842,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-08-27,2014-02-08,2014-03-11,2013,8,2013-08,NA,NA,Cross-reference,TRUE,FALSE,177580.26,NA,Late,165
84843,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-08-15,2013-08-14,2013-08-14,2013,8,2013-08,315,10807.98,Numeric,FALSE,FALSE,37600,34.31104761904762,On-Time,-1
84844,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-11-13,2013-11-13,2013-12-02,2013,11,2013-11,6535,5950.16,Numeric,FALSE,FALSE,285667.2,0.9105065034429992,On-Time,0
84846,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-15,2013-09-10,2013-09-10,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,112034.82,NA,On-Time,-35
84847,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-15,2013-09-10,2013-09-10,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,38299.32,NA,On-Time,-35
84848,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-09-12,2013-10-16,2013-10-29,2013,9,2013-09,NA,NA,Cross-reference,TRUE,FALSE,33004.8,NA,Late,34
84849,103-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-09-30,2013-09-20,2013-09-20,2013,9,2013-09,116,3100,Numeric,FALSE,FALSE,5254.8,26.724137931034484,On-Time,-10
84850,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-10-31,2013-09-27,2013-09-27,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,312452.58,NA,On-Time,-34
84851,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-22,2013-10-22,2013-11-18,2013,10,2013-10,3832,4356.74,Numeric,FALSE,FALSE,118611.58,1.1369363256784968,On-Time,0
84852,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-10-22,2013-10-22,2013-11-18,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,56031.56,NA,On-Time,0
84853,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-31,2013-10-31,2013-11-12,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,378894.24,NA,On-Time,0
84854,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-09-18,2013-09-12,2013-09-12,2013,9,2013-09,NA,41352.75,Numeric,FALSE,TRUE,152569.56,NA,On-Time,-6
84855,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-09-30,2013-09-20,2013-09-20,2013,9,2013-09,8750,28864.27,Numeric,FALSE,FALSE,495600,3.2987737142857143,On-Time,-10
84856,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-10-14,2013-10-07,2013-10-22,2013,10,2013-10,9,1118.22,Numeric,FALSE,FALSE,278.6,124.24666666666667,On-Time,-7
84857,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-09-30,2013-10-09,2013-11-01,2013,9,2013-09,NA,NA,Cross-reference,TRUE,FALSE,303811.2,NA,Late,9
84858,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-10-31,2013-11-13,2013-12-02,2013,10,2013-10,NA,NA,Cross-reference,TRUE,FALSE,159823.68,NA,Late,13
84859,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2013-09-30,2013-10-11,2013-10-11,2013,9,2013-09,77,1149.07,Numeric,FALSE,FALSE,8333,14.922987012987011,Late,11
84860,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-10-28,2013-11-01,2013-11-06,2013,10,2013-10,333,1956,Numeric,FALSE,FALSE,47588.1,5.873873873873874,Late,4
84863,100-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-11-24,2013-11-29,2013-12-12,2013,11,2013-11,12121,0,Included,TRUE,FALSE,814321.5,NA,Late,5
84864,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2014-01-24,2014-01-24,2014-03-17,2014,1,2014-01,47387,30981.39,Numeric,FALSE,FALSE,1237613.7,0.653795133686454,On-Time,0
84865,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-11-18,2013-10-14,2013-10-24,2013,11,2013-11,NA,NA,Cross-reference,TRUE,FALSE,1115000,NA,On-Time,-35
84866,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-11-20,2013-11-29,2013-12-12,2013,11,2013-11,NA,0,Included,TRUE,FALSE,135606.18,NA,Late,9
84867,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2013-11-07,2013-10-21,2013-10-29,2013,11,2013-11,268,20225.07,Numeric,FALSE,FALSE,25425,75.4666791044776,On-Time,-17
84868,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2014-01-31,2013-12-23,2014-01-17,2014,1,2014-01,NA,NA,Cross-reference,TRUE,FALSE,58004.16,NA,On-Time,-39
84869,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2013-12-31,2013-12-02,2013-12-20,2013,12,2013-12,NA,NA,Cross-reference,TRUE,FALSE,472.5,NA,On-Time,-29
84870,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2013-11-29,2014-01-30,2014-02-17,2013,11,2013-11,NA,NA,Cross-reference,TRUE,FALSE,74158.2,NA,Late,62
84873,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2014-01-17,2014-01-17,2014-01-27,2014,1,2014-01,7248,11571.94,Numeric,FALSE,FALSE,719175,1.5965700883002207,On-Time,0
84874,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-12-31,2014-02-25,2014-03-13,2013,12,2013-12,NA,NA,Cross-reference,TRUE,FALSE,21392.3,NA,Late,56
84875,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2013-12-31,2014-02-25,2014-03-13,2013,12,2013-12,NA,NA,Cross-reference,TRUE,FALSE,33944.2,NA,Late,56
84876,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2014-01-31,2014-01-10,2014-01-15,2014,1,2014-01,192,3649.76,Numeric,FALSE,FALSE,8250,19.00916666666667,On-Time,-21
